FECHA;TMAX;TMIN;NOMBRE
2023/10/29;23.0;17.9;AEROPARQUE AERO
2023/10/29;22.9;14.2;AZUL AERO
2023/10/29;22.1;8.1;BAHIA BLANCA AERO
2023/10/29;3.5;-0.3;BARILOCHE AERO
2023/10/29;-4.7;-11.6;BASE BELGRANO II
2023/10/29;-6.2;-9.4;BASE CARLINI (EX JUBANY)
2023/10/29;-7.3;-13.7;BASE ESPERANZA
2023/10/29;-9.5;-19.7;BASE MARAMBIO
2023/10/29;-3.8;-8.2;BASE ORCADAS
2023/10/29;-2.4;-12.8;BASE SAN MARTIN
2023/10/29;21.0;13.0;BENITO JUAREZ AERO
2023/10/29;26.8;16.6;BERNARDO DE IRIGOYEN AERO
2023/10/29;23.1;14.0;BOLIVAR AERO
2023/10/29;24.0;18.0;BUENOS AIRES OBSERVATORIO
2023/10/29;24.3;17.6;CAMPO DE MAYO AERO
2023/10/29;41.0;16.4;CATAMARCA AERO
2023/10/29;37.8;20.0;CERES AERO
2023/10/29;40.3;22.0;CHAMICAL AERO
2023/10/29;4.3;-0.2;CHAPELCO AERO
2023/10/29;38.0;16.5;CHEPES
2023/10/29;38.0;15.6;CHILECITO AERO
2023/10/29;19.4;8.7;CIPOLLETTI
2023/10/29;16.4;4.4;COMODORO RIVADAVIA AERO
2023/10/29;30.5;20.0;CONCORDIA AERO
2023/10/29;38.0;20.3;CORDOBA AERO
2023/10/29;38.8;21.3;CORDOBA OBSERVATORIO
2023/10/29;20.9;10.4;CORONEL SUAREZ AERO
2023/10/29;31.5;17.7;CORRIENTES AERO
2023/10/29;;12.9;DOLORES AERO
2023/10/29;7.2;2.2;EL BOLSON AERO
2023/10/29;10.4;0.0;EL CALAFATE AERO
2023/10/29;24.0;17.5;EL PALOMAR AERO
2023/10/29;;21.0;ESCUELA DE AVIACION MILITAR AERO
2023/10/29;5.3;-1.4;ESQUEL AERO
2023/10/29;25.0;15.1;EZEIZA AERO
2023/10/29;34.8;17.2;FORMOSA AERO
2023/10/29;24.4;11.7;GENERAL PICO AERO
2023/10/29;7.0;0.0;GOBERNADOR GREGORES AERO
2023/10/29;29.4;18.0;GUALEGUAYCHU AERO
2023/10/29;31.4;19.2;IGUAZU AERO
2023/10/29;;18.5;ITUZAINGO
2023/10/29;;;JACHAL
2023/10/29;39.5;18.4;JUJUY AERO
2023/10/29;36.2;14.7;JUJUY U N
2023/10/29;23.6;14.0;JUNIN AERO
2023/10/29;22.7;15.7;LA PLATA AERO
2023/10/29;22.5;4.2;LA QUIACA OBSERVATORIO
2023/10/29;37.3;19.1;LA RIOJA AERO
2023/10/29;25.5;15.6;LABOULAYE AERO
2023/10/29;23.4;14.6;LAS FLORES
2023/10/29;40.6;21.0;LAS LOMITAS
2023/10/29;14.8;5.2;MALARGUE AERO
2023/10/29;10.0;1.2;MAQUINCHAO
2023/10/29;23.0;14.3;MAR DEL PLATA AERO
2023/10/29;32.0;18.8;MARCOS JUAREZ AERO
2023/10/29;24.9;17.5;MARIANO MORENO AERO
2023/10/29;33.0;22.2;MENDOZA AERO
2023/10/29;;;MENDOZA OBSERVATORIO
2023/10/29;30.0;18.5;MERCEDES AERO (CTES)
2023/10/29;24.5;17.0;MERLO AERO
2023/10/29;38.0;18.0;METAN
2023/10/29;30.2;19.9;MONTE CASEROS AERO
2023/10/29;24.2;17.5;MORON AERO
2023/10/29;18.0;7.4;NEUQUEN AERO
2023/10/29;24.0;14.0;NUEVE DE JULIO
2023/10/29;;;OBERA
2023/10/29;21.5;13.4;OLAVARRIA AERO
2023/10/29;41.2;22.7;ORAN AERO
2023/10/29;31.9;20.9;PARANA AERO
2023/10/29;10.3;3.3;PASO DE INDIOS
2023/10/29;29.6;18.4;PASO DE LOS LIBRES AERO
2023/10/29;24.2;14.4;PEHUAJO AERO
2023/10/29;;-0.5;PERITO MORENO AERO
2023/10/29;20.6;9.2;PIGUE AERO
2023/10/29;36.9;20.0;PILAR OBSERVATORIO
2023/10/29;31.7;19.2;POSADAS AERO
2023/10/29;39.8;19.3;PRESIDENCIA ROQUE SAENZ PEÐA AERO
2023/10/29;12.5;3.8;PUERTO DESEADO AERO
2023/10/29;17.5;6.8;PUERTO MADRYN AERO
2023/10/29;21.0;16.0;PUNTA INDIO B.A.
2023/10/29;34.5;19.7;RAFAELA AERO
2023/10/29;32.1;18.9;RECONQUISTA AERO
2023/10/29;32.5;17.8;RESISTENCIA AERO
2023/10/29;26.5;15.0;RIO CUARTO AERO
2023/10/29;10.4;0.0;RIO GALLEGOS AERO
2023/10/29;10.0;1.8;RIO GRANDE B.A.
2023/10/29;43.0;22.3;RIVADAVIA
2023/10/29;32.5;18.1;ROSARIO AERO
2023/10/29;36.7;13.2;SALTA AERO
2023/10/29;22.4;9.1;SAN ANTONIO OESTE AERO
2023/10/29;24.0;18.6;SAN FERNANDO AERO
2023/10/29;37.0;24.0;SAN JUAN AERO
2023/10/29;8.0;1.9;SAN JULIAN AERO
2023/10/29;33.1;17.3;SAN LUIS AERO
2023/10/29;34.7;13.0;SAN MARTIN (MZA)
2023/10/29;31.0;16.1;SAN RAFAEL AERO
2023/10/29;8.3;1.6;SANTA CRUZ AERO
2023/10/29;25.4;10.9;SANTA ROSA AERO
2023/10/29;35.1;;SANTA ROSA DE CONLARA AERO
2023/10/29;41.0;22.4;SANTIAGO DEL ESTERO AERO
2023/10/29;33.7;20.5;SAUCE VIEJO AERO
2023/10/29;37.0;21.2;SUNCHALES AERO
2023/10/29;22.0;12.4;TANDIL AERO
2023/10/29;;20.5;TARTAGAL AERO
2023/10/29;40.2;20.0;TERMAS DE RIO HONDO AERO
2023/10/29;36.6;24.5;TINOGASTA
2023/10/29;17.8;7.2;TRELEW AERO
2023/10/29;24.6;13.4;TRENQUE LAUQUEN
2023/10/29;24.6;13.7;TRES ARROYOS
2023/10/29;38.2;19.2;TUCUMAN AERO
2023/10/29;5.9;0.2;USHUAIA AERO
2023/10/29;19.7;8.6;USPALLATA
2023/10/29;27.5;18.5;VENADO TUERTO AERO
2023/10/29;23.5;10.2;VICTORICA
2023/10/29;23.9;10.5;VIEDMA AERO
2023/10/29;40.2;22.7;VILLA DE MARIA DEL RIO SECO
2023/10/29;35.0;15.4;VILLA DOLORES AERO
2023/10/29;22.1;14.1;VILLA GESELL AERO
2023/10/29;26.2;10.6;VILLA REYNOLDS AERO
2023/10/28;26.0;18.7;AEROPARQUE AERO
2023/10/28;28.0;13.7;AZUL AERO
2023/10/28;31.4;8.8;BAHIA BLANCA AERO
2023/10/28;8.4;0.1;BARILOCHE AERO
2023/10/28;-5.0;-13.1;BASE BELGRANO II
2023/10/28;-6.8;-14.6;BASE CARLINI (EX JUBANY)
2023/10/28;-9.4;-13.4;BASE ESPERANZA
2023/10/28;-11.1;-15.2;BASE MARAMBIO
2023/10/28;-4.6;-10.0;BASE ORCADAS
2023/10/28;-1.3;-8.6;BASE SAN MARTIN
2023/10/28;26.3;12.0;BENITO JUAREZ AERO
2023/10/28;19.5;16.2;BERNARDO DE IRIGOYEN AERO
2023/10/28;30.0;11.2;BOLIVAR AERO
2023/10/28;27.9;18.8;BUENOS AIRES OBSERVATORIO
2023/10/28;29.6;17.2;CAMPO DE MAYO AERO
2023/10/28;37.4;16.9;CATAMARCA AERO
2023/10/28;33.6;16.4;CERES AERO
2023/10/28;36.6;15.0;CHAMICAL AERO
2023/10/28;10.0;1.0;CHAPELCO AERO
2023/10/28;36.5;17.5;CHEPES
2023/10/28;36.5;14.0;CHILECITO AERO
2023/10/28;23.6;16.0;CIPOLLETTI
2023/10/28;21.6;8.9;COMODORO RIVADAVIA AERO
2023/10/28;30.2;17.2;CONCORDIA AERO
2023/10/28;32.5;11.6;CORDOBA AERO
2023/10/28;32.3;13.6;CORDOBA OBSERVATORIO
2023/10/28;26.9;8.0;CORONEL SUAREZ AERO
2023/10/28;26.7;21.5;CORRIENTES AERO
2023/10/28;;15.1;DOLORES AERO
2023/10/28;11.5;3.5;EL BOLSON AERO
2023/10/28;11.9;-1.0;EL CALAFATE AERO
2023/10/28;29.5;16.5;EL PALOMAR AERO
2023/10/28;;11.0;ESCUELA DE AVIACION MILITAR AERO
2023/10/28;9.5;0.6;ESQUEL AERO
2023/10/28;29.5;16.2;EZEIZA AERO
2023/10/28;24.1;20.3;FORMOSA AERO
2023/10/28;31.5;10.0;GENERAL PICO AERO
2023/10/28;14.0;5.0;GOBERNADOR GREGORES AERO
2023/10/28;28.2;16.4;GUALEGUAYCHU AERO
2023/10/28;21.2;19.4;IGUAZU AERO
2023/10/28;23.0;20.6;ITUZAINGO
2023/10/28;35.0;6.0;JACHAL
2023/10/28;35.6;17.0;JUJUY AERO
2023/10/28;33.0;14.5;JUJUY U N
2023/10/28;29.1;11.8;JUNIN AERO
2023/10/28;26.3;17.0;LA PLATA AERO
2023/10/28;22.5;3.4;LA QUIACA OBSERVATORIO
2023/10/28;36.6;16.9;LA RIOJA AERO
2023/10/28;29.3;9.9;LABOULAYE AERO
2023/10/28;29.5;14.0;LAS FLORES
2023/10/28;32.0;23.8;LAS LOMITAS
2023/10/28;17.2;5.2;MALARGUE AERO
2023/10/28;14.0;3.8;MAQUINCHAO
2023/10/28;27.8;12.4;MAR DEL PLATA AERO
2023/10/28;29.5;10.2;MARCOS JUAREZ AERO
2023/10/28;29.0;16.5;MARIANO MORENO AERO
2023/10/28;34.1;13.2;MENDOZA AERO
2023/10/28;30.7;11.8;MENDOZA OBSERVATORIO
2023/10/28;28.0;19.5;MERCEDES AERO (CTES)
2023/10/28;30.0;17.2;MERLO AERO
2023/10/28;32.5;17.5;METAN
2023/10/28;29.6;18.0;MONTE CASEROS AERO
2023/10/28;29.6;17.5;MORON AERO
2023/10/28;23.2;15.5;NEUQUEN AERO
2023/10/28;29.5;12.9;NUEVE DE JULIO
2023/10/28;23.0;19.8;OBERA
2023/10/28;27.7;12.5;OLAVARRIA AERO
2023/10/28;36.2;19.3;ORAN AERO
2023/10/28;30.5;15.1;PARANA AERO
2023/10/28;17.1;6.2;PASO DE INDIOS
2023/10/28;27.6;19.5;PASO DE LOS LIBRES AERO
2023/10/28;30.2;10.7;PEHUAJO AERO
2023/10/28;10.9;2.0;PERITO MORENO AERO
2023/10/28;28.5;8.3;PIGUE AERO
2023/10/28;32.2;11.0;PILAR OBSERVATORIO
2023/10/28;24.0;19.8;POSADAS AERO
2023/10/28;32.0;22.8;PRESIDENCIA ROQUE SAENZ PEÐA AERO
2023/10/28;19.0;4.7;PUERTO DESEADO AERO
2023/10/28;23.6;12.1;PUERTO MADRYN AERO
2023/10/28;25.4;18.0;PUNTA INDIO B.A.
2023/10/28;30.8;14.5;RAFAELA AERO
2023/10/28;30.7;18.8;RECONQUISTA AERO
2023/10/28;27.9;21.8;RESISTENCIA AERO
2023/10/28;31.5;8.2;RIO CUARTO AERO
2023/10/28;8.4;-0.4;RIO GALLEGOS AERO
2023/10/28;8.0;-0.5;RIO GRANDE B.A.
2023/10/28;36.0;22.3;RIVADAVIA
2023/10/28;28.2;12.8;ROSARIO AERO
2023/10/28;33.0;12.0;SALTA AERO
2023/10/28;27.2;12.6;SAN ANTONIO OESTE AERO
2023/10/28;28.1;16.6;SAN FERNANDO AERO
2023/10/28;38.5;13.0;SAN JUAN AERO
2023/10/28;14.5;3.9;SAN JULIAN AERO
2023/10/28;32.5;13.0;SAN LUIS AERO
2023/10/28;33.5;13.9;SAN MARTIN (MZA)
2023/10/28;30.6;7.6;SAN RAFAEL AERO
2023/10/28;11.6;1.6;SANTA CRUZ AERO
2023/10/28;30.5;11.7;SANTA ROSA AERO
2023/10/28;33.5;;SANTA ROSA DE CONLARA AERO
2023/10/28;36.0;17.8;SANTIAGO DEL ESTERO AERO
2023/10/28;30.5;13.0;SAUCE VIEJO AERO
2023/10/28;34.0;14.4;SUNCHALES AERO
2023/10/28;26.8;12.4;TANDIL AERO
2023/10/28;;20.0;TARTAGAL AERO
2023/10/28;35.2;19.0;TERMAS DE RIO HONDO AERO
2023/10/28;36.0;10.0;TINOGASTA
2023/10/28;25.1;9.7;TRELEW AERO
2023/10/28;30.4;12.6;TRENQUE LAUQUEN
2023/10/28;28.9;11.5;TRES ARROYOS
2023/10/28;34.2;18.5;TUCUMAN AERO
2023/10/28;7.6;0.8;USHUAIA AERO
2023/10/28;22.5;12.0;USPALLATA
2023/10/28;28.5;11.5;VENADO TUERTO AERO
2023/10/28;31.8;10.3;VICTORICA
2023/10/28;27.1;13.1;VIEDMA AERO
2023/10/28;34.5;13.3;VILLA DE MARIA DEL RIO SECO
2023/10/28;34.5;12.8;VILLA DOLORES AERO
2023/10/28;27.7;16.0;VILLA GESELL AERO
2023/10/28;33.0;6.6;VILLA REYNOLDS AERO
2023/10/27;25.2;18.0;AEROPARQUE AERO
2023/10/27;26.3;13.0;AZUL AERO
2023/10/27;31.7;8.2;BAHIA BLANCA AERO
2023/10/27;11.9;6.6;BARILOCHE AERO
2023/10/27;-6.5;-14.2;BASE BELGRANO II
2023/10/27;-5.0;-9.0;BASE CARLINI (EX JUBANY)
2023/10/27;-7.4;-12.3;BASE ESPERANZA
2023/10/27;-10.9;-15.4;BASE MARAMBIO
2023/10/27;-5.8;-10.5;BASE ORCADAS
2023/10/27;-4.7;-10.4;BASE SAN MARTIN
2023/10/27;25.2;12.6;BENITO JUAREZ AERO
2023/10/27;21.5;17.6;BERNARDO DE IRIGOYEN AERO
2023/10/27;28.1;13.5;BOLIVAR AERO
2023/10/27;26.9;17.3;BUENOS AIRES OBSERVATORIO
2023/10/27;28.5;10.9;CAMPO DE MAYO AERO
2023/10/27;30.4;15.4;CATAMARCA AERO
2023/10/27;29.6;18.5;CERES AERO
2023/10/27;32.1;17.6;CHAMICAL AERO
2023/10/27;15.0;6.5;CHAPELCO AERO
2023/10/27;30.5;16.5;CHEPES
2023/10/27;29.8;14.6;CHILECITO AERO
2023/10/27;24.0;13.2;CIPOLLETTI
2023/10/27;21.8;12.4;COMODORO RIVADAVIA AERO
2023/10/27;27.6;13.6;CONCORDIA AERO
2023/10/27;32.0;11.1;CORDOBA AERO
2023/10/27;32.7;15.4;CORDOBA OBSERVATORIO
2023/10/27;26.4;10.8;CORONEL SUAREZ AERO
2023/10/27;28.4;18.3;CORRIENTES AERO
2023/10/27;;11.3;DOLORES AERO
2023/10/27;14.2;9.3;EL BOLSON AERO
2023/10/27;13.4;5.4;EL CALAFATE AERO
2023/10/27;28.0;15.0;EL PALOMAR AERO
2023/10/27;;12.0;ESCUELA DE AVIACION MILITAR AERO
2023/10/27;14.2;5.0;ESQUEL AERO
2023/10/27;28.5;16.6;EZEIZA AERO
2023/10/27;26.4;18.8;FORMOSA AERO
2023/10/27;28.8;10.5;GENERAL PICO AERO
2023/10/27;17.8;6.0;GOBERNADOR GREGORES AERO
2023/10/27;27.0;13.6;GUALEGUAYCHU AERO
2023/10/27;23.2;18.9;IGUAZU AERO
2023/10/27;28.4;18.5;ITUZAINGO
2023/10/27;32.0;11.0;JACHAL
2023/10/27;29.6;17.7;JUJUY AERO
2023/10/27;28.8;16.2;JUJUY U N
2023/10/27;27.1;11.9;JUNIN AERO
2023/10/27;25.6;14.6;LA PLATA AERO
2023/10/27;24.0;3.0;LA QUIACA OBSERVATORIO
2023/10/27;32.0;16.1;LA RIOJA AERO
2023/10/27;24.1;12.5;LABOULAYE AERO
2023/10/27;27.0;14.0;LAS FLORES
2023/10/27;33.0;20.6;LAS LOMITAS
2023/10/27;21.6;4.0;MALARGUE AERO
2023/10/27;18.6;6.6;MAQUINCHAO
2023/10/27;26.9;10.0;MAR DEL PLATA AERO
2023/10/27;28.0;14.4;MARCOS JUAREZ AERO
2023/10/27;27.0;16.8;MARIANO MORENO AERO
2023/10/27;29.5;14.8;MENDOZA AERO
2023/10/27;27.2;12.4;MENDOZA OBSERVATORIO
2023/10/27;28.5;15.0;MERCEDES AERO (CTES)
2023/10/27;27.7;15.7;MERLO AERO
2023/10/27;28.5;15.5;METAN
2023/10/27;27.4;14.3;MONTE CASEROS AERO
2023/10/27;27.4;14.4;MORON AERO
2023/10/27;23.9;8.0;NEUQUEN AERO
2023/10/27;27.4;15.0;NUEVE DE JULIO
2023/10/27;28.0;18.0;OBERA
2023/10/27;25.5;9.5;OLAVARRIA AERO
2023/10/27;28.0;18.9;ORAN AERO
2023/10/27;27.7;14.9;PARANA AERO
2023/10/27;20.1;8.9;PASO DE INDIOS
2023/10/27;27.0;14.8;PASO DE LOS LIBRES AERO
2023/10/27;28.3;13.4;PEHUAJO AERO
2023/10/27;13.8;5.0;PERITO MORENO AERO
2023/10/27;28.3;9.2;PIGUE AERO
2023/10/27;30.6;14.3;PILAR OBSERVATORIO
2023/10/27;27.7;18.8;POSADAS AERO
2023/10/27;31.5;19.5;PRESIDENCIA ROQUE SAENZ PEÐA AERO
2023/10/27;21.0;5.0;PUERTO DESEADO AERO
2023/10/27;25.2;9.8;PUERTO MADRYN AERO
2023/10/27;23.8;13.0;PUNTA INDIO B.A.
2023/10/27;28.1;13.0;RAFAELA AERO
2023/10/27;28.0;17.5;RECONQUISTA AERO
2023/10/27;29.9;18.3;RESISTENCIA AERO
2023/10/27;27.5;12.4;RIO CUARTO AERO
2023/10/27;19.3;5.5;RIO GALLEGOS AERO
2023/10/27;7.5;-0.5;RIO GRANDE B.A.
2023/10/27;32.0;17.8;RIVADAVIA
2023/10/27;27.3;14.3;ROSARIO AERO
2023/10/27;30.0;15.0;SALTA AERO
2023/10/27;25.5;5.4;SAN ANTONIO OESTE AERO
2023/10/27;27.5;14.8;SAN FERNANDO AERO
2023/10/27;32.8;16.5;SAN JUAN AERO
2023/10/27;21.2;5.7;SAN JULIAN AERO
2023/10/27;25.9;14.1;SAN LUIS AERO
2023/10/27;29.8;13.3;SAN MARTIN (MZA)
2023/10/27;30.0;10.1;SAN RAFAEL AERO
2023/10/27;20.5;6.2;SANTA CRUZ AERO
2023/10/27;28.9;10.8;SANTA ROSA AERO
2023/10/27;29.9;;SANTA ROSA DE CONLARA AERO
2023/10/27;30.7;19.8;SANTIAGO DEL ESTERO AERO
2023/10/27;28.4;15.4;SAUCE VIEJO AERO
2023/10/27;31.1;13.8;SUNCHALES AERO
2023/10/27;25.8;10.5;TANDIL AERO
2023/10/27;;16.8;TARTAGAL AERO
2023/10/27;27.2;18.5;TERMAS DE RIO HONDO AERO
2023/10/27;32.0;12.0;TINOGASTA
2023/10/27;25.5;11.3;TRELEW AERO
2023/10/27;29.1;12.5;TRENQUE LAUQUEN
2023/10/27;29.2;13.5;TRES ARROYOS
2023/10/27;27.0;18.1;TUCUMAN AERO
2023/10/27;8.0;0.3;USHUAIA AERO
2023/10/27;21.2;9.0;USPALLATA
2023/10/27;28.0;12.0;VENADO TUERTO AERO
2023/10/27;31.5;9.7;VICTORICA
2023/10/27;28.9;7.7;VIEDMA AERO
2023/10/27;29.6;18.0;VILLA DE MARIA DEL RIO SECO
2023/10/27;30.5;15.5;VILLA DOLORES AERO
2023/10/27;26.4;13.0;VILLA GESELL AERO
2023/10/27;24.5;11.2;VILLA REYNOLDS AERO
2023/10/26;23.0;13.0;AEROPARQUE AERO
2023/10/26;24.4;9.1;AZUL AERO
2023/10/26;30.1;13.0;BAHIA BLANCA AERO
2023/10/26;14.4;6.6;BARILOCHE AERO
2023/10/26;-8.0;-14.6;BASE BELGRANO II
2023/10/26;-6.9;-10.4;BASE CARLINI (EX JUBANY)
2023/10/26;-8.9;-13.0;BASE ESPERANZA
2023/10/26;-11.8;-15.7;BASE MARAMBIO
2023/10/26;3.6;-6.0;BASE ORCADAS
2023/10/26;-7.1;-12.8;BASE SAN MARTIN
2023/10/26;24.2;10.3;BENITO JUAREZ AERO
2023/10/26;26.6;13.4;BERNARDO DE IRIGOYEN AERO
2023/10/26;25.9;8.0;BOLIVAR AERO
2023/10/26;24.2;13.0;BUENOS AIRES OBSERVATORIO
2023/10/26;25.2;6.0;CAMPO DE MAYO AERO
2023/10/26;28.2;12.9;CATAMARCA AERO
2023/10/26;26.5;16.6;CERES AERO
2023/10/26;24.3;16.3;CHAMICAL AERO
2023/10/26;17.7;6.0;CHAPELCO AERO
2023/10/26;28.0;16.0;CHEPES
2023/10/26;27.0;15.0;CHILECITO AERO
2023/10/26;27.5;10.5;CIPOLLETTI
2023/10/26;21.1;12.2;COMODORO RIVADAVIA AERO
2023/10/26;24.0;12.1;CONCORDIA AERO
2023/10/26;26.3;13.5;CORDOBA AERO
2023/10/26;26.6;14.0;CORDOBA OBSERVATORIO
2023/10/26;24.2;7.4;CORONEL SUAREZ AERO
2023/10/26;25.5;16.8;CORRIENTES AERO
2023/10/26;;6.6;DOLORES AERO
2023/10/26;18.5;1.2;EL BOLSON AERO
2023/10/26;12.3;3.5;EL CALAFATE AERO
2023/10/26;24.6;8.0;EL PALOMAR AERO
2023/10/26;;13.5;ESCUELA DE AVIACION MILITAR AERO
2023/10/26;14.5;6.0;ESQUEL AERO
2023/10/26;24.5;10.8;EZEIZA AERO
2023/10/26;28.0;18.1;FORMOSA AERO
2023/10/26;28.0;11.2;GENERAL PICO AERO
2023/10/26;14.2;4.5;GOBERNADOR GREGORES AERO
2023/10/26;23.7;10.6;GUALEGUAYCHU AERO
2023/10/26;29.8;16.6;IGUAZU AERO
2023/10/26;27.0;17.0;ITUZAINGO
2023/10/26;27.0;8.0;JACHAL
2023/10/26;24.0;15.7;JUJUY AERO
2023/10/26;22.7;15.0;JUJUY U N
2023/10/26;24.6;8.0;JUNIN AERO
2023/10/26;23.0;7.8;LA PLATA AERO
2023/10/26;25.1;3.7;LA QUIACA OBSERVATORIO
2023/10/26;24.9;16.9;LA RIOJA AERO
2023/10/26;25.5;12.0;LABOULAYE AERO
2023/10/26;;10.0;LAS FLORES
2023/10/26;27.2;21.4;LAS LOMITAS
2023/10/26;22.3;4.0;MALARGUE AERO
2023/10/26;19.9;2.2;MAQUINCHAO
2023/10/26;26.8;5.3;MAR DEL PLATA AERO
2023/10/26;26.8;12.2;MARCOS JUAREZ AERO
2023/10/26;24.0;10.2;MARIANO MORENO AERO
2023/10/26;26.9;13.3;MENDOZA AERO
2023/10/26;26.2;13.4;MENDOZA OBSERVATORIO
2023/10/26;24.2;14.0;MERCEDES AERO (CTES)
2023/10/26;25.2;10.5;MERLO AERO
2023/10/26;18.5;15.5;METAN
2023/10/26;24.2;13.0;MONTE CASEROS AERO
2023/10/26;24.3;11.3;MORON AERO
2023/10/26;27.4;9.4;NEUQUEN AERO
2023/10/26;25.2;11.1;NUEVE DE JULIO
2023/10/26;28.0;15.0;OBERA
2023/10/26;24.1;8.1;OLAVARRIA AERO
2023/10/26;22.8;18.0;ORAN AERO
2023/10/26;24.9;12.3;PARANA AERO
2023/10/26;16.5;8.6;PASO DE INDIOS
2023/10/26;23.5;13.4;PASO DE LOS LIBRES AERO
2023/10/26;25.8;9.5;PEHUAJO AERO
2023/10/26;16.9;7.5;PERITO MORENO AERO
2023/10/26;26.0;4.6;PIGUE AERO
2023/10/26;26.5;13.1;PILAR OBSERVATORIO
2023/10/26;27.4;16.3;POSADAS AERO
2023/10/26;28.3;18.2;PRESIDENCIA ROQUE SAENZ PEÐA AERO
2023/10/26;17.0;6.2;PUERTO DESEADO AERO
2023/10/26;23.8;8.0;PUERTO MADRYN AERO
2023/10/26;22.2;10.0;PUNTA INDIO B.A.
2023/10/26;26.5;12.5;RAFAELA AERO
2023/10/26;24.5;15.0;RECONQUISTA AERO
2023/10/26;26.5;17.5;RESISTENCIA AERO
2023/10/26;26.5;12.8;RIO CUARTO AERO
2023/10/26;11.4;3.1;RIO GALLEGOS AERO
2023/10/26;10.0;1.6;RIO GRANDE B.A.
2023/10/26;25.5;18.3;RIVADAVIA
2023/10/26;24.3;11.4;ROSARIO AERO
2023/10/26;24.4;13.8;SALTA AERO
2023/10/26;24.6;6.0;SAN ANTONIO OESTE AERO
2023/10/26;24.2;9.5;SAN FERNANDO AERO
2023/10/26;30.5;12.2;SAN JUAN AERO
2023/10/26;16.5;3.9;SAN JULIAN AERO
2023/10/26;29.8;15.0;SAN LUIS AERO
2023/10/26;29.6;13.2;SAN MARTIN (MZA)
2023/10/26;30.1;9.6;SAN RAFAEL AERO
2023/10/26;13.5;2.2;SANTA CRUZ AERO
2023/10/26;26.7;10.9;SANTA ROSA AERO
2023/10/26;26.6;;SANTA ROSA DE CONLARA AERO
2023/10/26;24.7;16.8;SANTIAGO DEL ESTERO AERO
2023/10/26;25.6;13.2;SAUCE VIEJO AERO
2023/10/26;27.2;13.5;SUNCHALES AERO
2023/10/26;24.5;5.0;TANDIL AERO
2023/10/26;;17.7;TARTAGAL AERO
2023/10/26;24.7;17.2;TERMAS DE RIO HONDO AERO
2023/10/26;31.0;14.5;TINOGASTA
2023/10/26;21.9;9.0;TRELEW AERO
2023/10/26;27.4;10.6;TRENQUE LAUQUEN
2023/10/26;26.7;10.4;TRES ARROYOS
2023/10/26;24.0;16.0;TUCUMAN AERO
2023/10/26;5.4;1.3;USHUAIA AERO
2023/10/26;24.0;8.0;USPALLATA
2023/10/26;24.5;10.5;VENADO TUERTO AERO
2023/10/26;28.0;11.4;VICTORICA
2023/10/26;26.1;11.4;VIEDMA AERO
2023/10/26;26.5;16.6;VILLA DE MARIA DEL RIO SECO
2023/10/26;27.1;16.4;VILLA DOLORES AERO
2023/10/26;26.0;4.7;VILLA GESELL AERO
2023/10/26;24.8;10.4;VILLA REYNOLDS AERO
2023/10/25;18.7;10.5;AEROPARQUE AERO
2023/10/25;21.0;3.1;AZUL AERO
2023/10/25;26.1;3.6;BAHIA BLANCA AERO
2023/10/25;20.2;-0.6;BARILOCHE AERO
2023/10/25;-7.0;-12.3;BASE BELGRANO II
2023/10/25;-0.1;-7.5;BASE CARLINI (EX JUBANY)
2023/10/25;-8.4;-12.2;BASE ESPERANZA
2023/10/25;-12.6;-14.2;BASE MARAMBIO
2023/10/25;2.2;-2.0;BASE ORCADAS
2023/10/25;-4.7;-12.8;BASE SAN MARTIN
2023/10/25;19.8;2.8;BENITO JUAREZ AERO
2023/10/25;25.4;17.2;BERNARDO DE IRIGOYEN AERO
2023/10/25;22.9;5.0;BOLIVAR AERO
2023/10/25;23.2;9.3;BUENOS AIRES OBSERVATORIO
2023/10/25;21.2;7.6;CAMPO DE MAYO AERO
2023/10/25;25.2;15.7;CATAMARCA AERO
2023/10/25;23.3;15.8;CERES AERO
2023/10/25;20.6;15.1;CHAMICAL AERO
2023/10/25;23.8;-1.4;CHAPELCO AERO
2023/10/25;23.0;17.0;CHEPES
2023/10/25;24.0;14.8;CHILECITO AERO
2023/10/25;27.0;7.6;CIPOLLETTI
2023/10/25;24.7;10.7;COMODORO RIVADAVIA AERO
2023/10/25;23.5;13.5;CONCORDIA AERO
2023/10/25;21.4;14.3;CORDOBA AERO
2023/10/25;21.4;15.2;CORDOBA OBSERVATORIO
2023/10/25;21.6;3.5;CORONEL SUAREZ AERO
2023/10/25;25.0;17.4;CORRIENTES AERO
2023/10/25;;3.6;DOLORES AERO
2023/10/25;21.5;0.3;EL BOLSON AERO
2023/10/25;18.4;7.0;EL CALAFATE AERO
2023/10/25;21.1;8.7;EL PALOMAR AERO
2023/10/25;;14.5;ESCUELA DE AVIACION MILITAR AERO
2023/10/25;17.7;1.6;ESQUEL AERO
2023/10/25;21.0;6.0;EZEIZA AERO
2023/10/25;27.7;19.8;FORMOSA AERO
2023/10/25;24.2;11.2;GENERAL PICO AERO
2023/10/25;16.0;8.0;GOBERNADOR GREGORES AERO
2023/10/25;21.0;11.4;GUALEGUAYCHU AERO
2023/10/25;28.3;17.9;IGUAZU AERO
2023/10/25;26.5;19.6;ITUZAINGO
2023/10/25;22.0;13.5;JACHAL
2023/10/25;20.8;16.5;JUJUY AERO
